method,rank,query_artist,query_song,query_genre,match_artist,match_song,match_genre,score
TF-IDF raw inner product,2,Wire,Strange,punk,The Corrs,Queen Of Hollywood ( LP Version ),pop,98.38824239478593
TF-IDF raw inner product,3,Wire,Strange,punk,Drowning Pool,Bodies,metal,92.72133602030627
TF-IDF raw inner product,1,The Wonder Years,Dude_ What Is a Land Pirate?,punk,Lauryn Hill,Interlude 5,r&b/soul,243.45826175082607
TF-IDF raw inner product,2,The Wonder Years,Dude_ What Is a Land Pirate?,punk,Twiztid,She Ain't Afraid,hip hop,196.1977079880567
TF-IDF raw inner product,3,The Wonder Years,Dude_ What Is a Land Pirate?,punk,Twista,Overdose (Album Version),hip hop,196.16865611633403
TF-IDF raw inner product,1,Dashboard Confessional,Again I Go Unnoticed,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,194.963532050505
TF-IDF raw inner product,2,Dashboard Confessional,Again I Go Unnoticed,punk,Recoil,Curse,electronic,169.65868381633018
TF-IDF raw inner product,3,Dashboard Confessional,Again I Go Unnoticed,punk,Lauryn Hill,Interlude 5,r&b/soul,165.69033836032776
TF-IDF raw inner product,1,Dashboard Confessional,Carry This Picture,punk,Binary Star,Honest Expression,hip hop,145.87346592503204
TF-IDF raw inner product,2,Dashboard Confessional,Carry This Picture,punk,Kanye West,Diamonds From Sierra Leone,hip hop,141.65722887248452
TF-IDF raw inner product,3,Dashboard Confessional,Carry This Picture,punk,DJ Quik,Safe + Sound,hip hop,130.26060186110556
TF-IDF raw inner product,1,Usher,U R The One,r&b/soul,Prince,I Love U In Me ( LP Version),r&b/soul,428.6113834291055
TF-IDF raw inner product,2,Usher,U R The One,r&b/soul,N-Dubz,Feva Las Vegas,reggae,334.3356113384068
TF-IDF raw inner product,3,Usher,U R The One,r&b/soul,Prince,Jack U Off (LP Version),r&b/soul,332.1013834105331
TF-IDF raw inner product,1,Chris Brown,Ain't No Way (You Won't Love Me),r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,369.9654714472183
TF-IDF raw inner product,2,Chris Brown,Ain't No Way (You Won't Love Me),r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,317.0044167405293
TF-IDF raw inner product,3,Chris Brown,Ain't No Way (You Won't Love Me),r&b/soul,Binary Star,Honest Expression,hip hop,316.79731043705425
TF-IDF raw inner product,1,Usher,Nice & Slow,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,340.3842602982797
TF-IDF raw inner product,2,Usher,Nice & Slow,r&b/soul,Eminem,8 Mile,hip hop,338.10726932174975
TF-IDF raw inner product,3,Usher,Nice & Slow,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,327.91299328783265
TF-IDF raw inner product,1,Usher,Roni,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,274.5163899716475
TF-IDF raw inner product,2,Usher,Roni,r&b/soul,Atmosphere,Hair,hip hop,254.27395602604324
TF-IDF raw inner product,3,Usher,Roni,r&b/soul,Eminem,8 Mile,hip hop,248.84815040231157
TF-IDF raw inner product,1,Chris Brown,Damage,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,385.9815181368234
TF-IDF raw inner product,2,Chris Brown,Damage,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,350.0188097333116
TF-IDF raw inner product,3,Chris Brown,Damage,r&b/soul,Eminem,My Darling,hip hop,319.36440666156
TF-IDF raw inner product,1,Chris Brown,Gotta Be Ur Man,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,283.4737330478692
TF-IDF raw inner product,2,Chris Brown,Gotta Be Ur Man,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,281.74717759297437
TF-IDF raw inner product,3,Chris Brown,Gotta Be Ur Man,r&b/soul,Michael Jackson,Man In The Mirror,pop,262.59907838150434
TF-IDF raw inner product,1,Akon,Birthmark,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,397.5830233429393
TF-IDF raw inner product,2,Akon,Birthmark,r&b/soul,Murs,The Dance,hip hop,306.17724740857693
TF-IDF raw inner product,3,Akon,Birthmark,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,275.5936142788453
TF-IDF raw inner product,1,R. Kelly,Don't You Say No,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,306.4194159885708
TF-IDF raw inner product,2,R. Kelly,Don't You Say No,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,298.07740520844663
TF-IDF raw inner product,3,R. Kelly,Don't You Say No,r&b/soul,Ying Yang Twins,1st Booty On Duty,hip hop,288.6919830745656
TF-IDF raw inner product,1,R. Kelly,Kickin' It With Your Girlfriend,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,558.7945561456543
TF-IDF raw inner product,2,R. Kelly,Kickin' It With Your Girlfriend,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,362.9961482926254
TF-IDF raw inner product,3,R. Kelly,Kickin' It With Your Girlfriend,r&b/soul,Eminem,8 Mile,hip hop,344.56945750772456
TF-IDF raw inner product,1,R. Kelly,Rise Up,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,373.7803359901276
TF-IDF raw inner product,2,R. Kelly,Rise Up,r&b/soul,The Simpsons,Do The Bartman,hip hop,351.81601431440794
TF-IDF raw inner product,3,R. Kelly,Rise Up,r&b/soul,Flobots,Rise,hip hop,351.4945713257898
TF-IDF raw inner product,1,Mariah Carey,Joy Ride,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,293.29429835599535
TF-IDF raw inner product,2,Mariah Carey,Joy Ride,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,290.5273899399548
TF-IDF raw inner product,3,Mariah Carey,Joy Ride,r&b/soul,OutKast,Mainstream,hip hop,251.98770689435858
TF-IDF raw inner product,1,Mariah Carey,Sprung,r&b/soul,Big Brovaz,Find A Way,hip hop,439.22495730563196
TF-IDF raw inner product,2,Mariah Carey,Sprung,r&b/soul,Fats Domino,I'm Ready,rock,399.5421169610136
TF-IDF raw inner product,3,Mariah Carey,Sprung,r&b/soul,Twista,No Remorse (Album Version),hip hop,398.10440575690996
TF-IDF raw inner product,1,Luther Vandross,Never Too Much,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,234.68481097526322
TF-IDF raw inner product,2,Luther Vandross,Never Too Much,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,230.02910017399276
TF-IDF raw inner product,3,Luther Vandross,Never Too Much,r&b/soul,Eminem,8 Mile,hip hop,202.97692938363642
TF-IDF raw inner product,1,R. Kelly,Chocolate Factory,r&b/soul,Prince,I Love U In Me ( LP Version),r&b/soul,403.37035763078444
TF-IDF raw inner product,2,R. Kelly,Chocolate Factory,r&b/soul,N-Dubz,Feva Las Vegas,reggae,329.4854651611471
TF-IDF raw inner product,3,R. Kelly,Chocolate Factory,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,300.9584320893575
TF-IDF raw inner product,1,R. Kelly,I Mean (I Don't Mean It),r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,500.7263201223468
TF-IDF raw inner product,2,R. Kelly,I Mean (I Don't Mean It),r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,411.46451208290955
TF-IDF raw inner product,3,R. Kelly,I Mean (I Don't Mean It),r&b/soul,The Isley Brothers,Touch Me,blues,363.76181342696214
TF-IDF raw inner product,1,R. Kelly,In The Kitchen,r&b/soul,Twista,Overdose (Album Version),hip hop,262.8975529492862
TF-IDF raw inner product,2,R. Kelly,In The Kitchen,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,245.1890857657241
TF-IDF raw inner product,3,R. Kelly,In The Kitchen,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,228.3585673299901
TF-IDF raw inner product,1,Alicia Keys,Distance And Time,r&b/soul,Eminem,8 Mile,hip hop,221.79335720548386
TF-IDF raw inner product,2,Alicia Keys,Distance And Time,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,214.84260961132426
TF-IDF raw inner product,3,Alicia Keys,Distance And Time,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,180.94619005368807
TF-IDF raw inner product,1,Alicia Keys,Lover Man,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,244.7344805719861
TF-IDF raw inner product,2,Alicia Keys,Lover Man,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,223.55577664649053
TF-IDF raw inner product,3,Alicia Keys,Lover Man,r&b/soul,Savatage,The Hourglass,metal,219.91657618652317
TF-IDF raw inner product,1,Alicia Keys,Nobody Not Really (Interlude),r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,123.95858571012671
TF-IDF raw inner product,2,Alicia Keys,Nobody Not Really (Interlude),r&b/soul,Eminem,If I Had,hip hop,103.59041313123252
TF-IDF raw inner product,3,Alicia Keys,Nobody Not Really (Interlude),r&b/soul,Nelly,Splurge,hip hop,102.41435990082972
TF-IDF raw inner product,1,Alicia Keys,Piano & I,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,175.6638236803296
TF-IDF raw inner product,2,Alicia Keys,Piano & I,r&b/soul,KMD,Plumskinzz (Loose Hoe_ God & Cupid),hip hop,172.26309915696
TF-IDF raw inner product,3,Alicia Keys,Piano & I,r&b/soul,Onyx,Slam,hip hop,169.4720424126083
TF-IDF raw inner product,1,Alicia Keys,Tell You Something (Nana's Reprise),r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,423.35565703812625
TF-IDF raw inner product,2,Alicia Keys,Tell You Something (Nana's Reprise),r&b/soul,Anastacia,Club Megamix,rock,359.40989239653214
TF-IDF raw inner product,3,Alicia Keys,Tell You Something (Nana's Reprise),r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,312.7498767959153
TF-IDF raw inner product,1,Alicia Keys,Try Sleeping With A Broken Heart,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,220.29714730429373
TF-IDF raw inner product,2,Alicia Keys,Try Sleeping With A Broken Heart,r&b/soul,Eminem,My Darling,hip hop,211.27397498499352
TF-IDF raw inner product,3,Alicia Keys,Try Sleeping With A Broken Heart,r&b/soul,Dar Williams,Mortal City,folk,197.9127996865906
TF-IDF raw inner product,1,Alicia Keys,Why Do I Feel So Sad,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,265.2915059987736
TF-IDF raw inner product,2,Alicia Keys,Why Do I Feel So Sad,r&b/soul,Eminem,8 Mile,hip hop,220.84626573578137
TF-IDF raw inner product,3,Alicia Keys,Why Do I Feel So Sad,r&b/soul,Natalie Cole,I'm Catching Hell (Living Here Alone) (Digitally Remastered 02),jazz,187.82277193517365
TF-IDF raw inner product,1,Alicia Keys,Lovin U,r&b/soul,Commodores,Easy,r&b/soul,133.52164498261845
TF-IDF raw inner product,2,Alicia Keys,Lovin U,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,130.06208471462477
TF-IDF raw inner product,3,Alicia Keys,Lovin U,r&b/soul,Aretha Franklin,A Deeper Love,r&b/soul,125.36776713074076
TF-IDF raw inner product,1,Jeremih,My Ride,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,472.2573754395757
TF-IDF raw inner product,2,Jeremih,My Ride,r&b/soul,Kurupt,Who Ride Wit Us,hip hop,376.24288140034247
TF-IDF raw inner product,3,Jeremih,My Ride,r&b/soul,Twista,No Remorse (Album Version),hip hop,338.21693781388194
TF-IDF raw inner product,1,Jeremih,Starting All Over,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,344.36502975673983
TF-IDF raw inner product,2,Jeremih,Starting All Over,r&b/soul,KMD,Plumskinzz (Loose Hoe_ God & Cupid),hip hop,297.9443199207326
TF-IDF raw inner product,3,Jeremih,Starting All Over,r&b/soul,Onyx,Slam,hip hop,279.4620077077541
TF-IDF raw inner product,1,Duffy,Oh Boy,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,180.06660045760947
TF-IDF raw inner product,2,Duffy,Oh Boy,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,152.97581986562219
TF-IDF raw inner product,3,Duffy,Oh Boy,r&b/soul,Aceyalone,Mr. Outsider,hip hop,146.61789299710617
TF-IDF raw inner product,1,Jay Sean,Maybe,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,261.3311573274023
TF-IDF raw inner product,2,Jay Sean,Maybe,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,242.29758877133133
TF-IDF raw inner product,3,Jay Sean,Maybe,r&b/soul,K-OS,FlyPaper,hip hop,226.35085930374544
TF-IDF raw inner product,1,Jay Sean,Stuck In the Middle,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,400.5723634903156
TF-IDF raw inner product,2,Jay Sean,Stuck In the Middle,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,399.53169287253183
TF-IDF raw inner product,3,Jay Sean,Stuck In the Middle,r&b/soul,Eminem,8 Mile,hip hop,341.3215980136411
TF-IDF raw inner product,1,Fantasia,Bump What Your Friends Say,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,284.85491632430933
TF-IDF raw inner product,2,Fantasia,Bump What Your Friends Say,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,261.3754754637549
TF-IDF raw inner product,3,Fantasia,Bump What Your Friends Say,r&b/soul,Eminem,My Darling,hip hop,245.79634135830688
TF-IDF raw inner product,1,Ray Charles,Smack Dab In The Middle,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,191.0755890727922
TF-IDF raw inner product,2,Ray Charles,Smack Dab In The Middle,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,167.88169343180377
TF-IDF raw inner product,3,Ray Charles,Smack Dab In The Middle,r&b/soul,T-Bone,Throw Ya Handz Up,hip hop,159.41118256334101
TF-IDF raw inner product,1,Ray Charles,Don't You Know,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,175.57530984190328
TF-IDF raw inner product,2,Ray Charles,Don't You Know,r&b/soul,Snoop Dogg,Snoopafella (Edited),hip hop,161.83312301908305
TF-IDF raw inner product,3,Ray Charles,Don't You Know,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,160.41610787393648
TF-IDF raw inner product,1,Chrisette Michele,All I Ever Think About,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,364.4309352430656
TF-IDF raw inner product,2,Chrisette Michele,All I Ever Think About,r&b/soul,Binary Star,Honest Expression,hip hop,304.9952529575443
TF-IDF raw inner product,3,Chrisette Michele,All I Ever Think About,r&b/soul,Nelly,Splurge,hip hop,287.3879026933967
TF-IDF raw inner product,1,Jackson 5,(You Were Made) Especially For Me,r&b/soul,The Puppini Sisters,Don't Sit Under The Apple Tree,jazz,201.39091191071603
TF-IDF raw inner product,2,Jackson 5,(You Were Made) Especially For Me,r&b/soul,Newton Faulkner,Dream Catch Me,folk,196.11975682789074
TF-IDF raw inner product,3,Jackson 5,(You Were Made) Especially For Me,r&b/soul,Eminem,My Darling,hip hop,180.2670486935197
TF-IDF raw inner product,1,Jackson 5,I Was Made To Love Her,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,264.89032443208595
TF-IDF raw inner product,2,Jackson 5,I Was Made To Love Her,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,194.81095633296027
TF-IDF raw inner product,3,Jackson 5,I Was Made To Love Her,r&b/soul,Hayseed Dixie,Black Dog,country,181.34135382552188
TF-IDF raw inner product,1,Jackson 5,Bridge Over Troubled Water,r&b/soul,OutKast,Mainstream,hip hop,157.74497535305628
TF-IDF raw inner product,2,Jackson 5,Bridge Over Troubled Water,r&b/soul,Warren G,Keepin' It Strong,hip hop,153.88423717369182
TF-IDF raw inner product,3,Jackson 5,Bridge Over Troubled Water,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,153.37040427794685
TF-IDF raw inner product,1,Jackson 5,Goin' Back To Indiana,r&b/soul,The Simpsons,Do The Bartman,hip hop,202.8969832898443
TF-IDF raw inner product,2,Jackson 5,Goin' Back To Indiana,r&b/soul,The Isley Brothers,Touch Me,blues,182.6024182662785
TF-IDF raw inner product,3,Jackson 5,Goin' Back To Indiana,r&b/soul,The Isley Brothers,Contagious,r&b/soul,174.40244920840604
TF-IDF raw inner product,1,Jackson 5,Lookin' Through The Windows,r&b/soul,Houston,Twizala,r&b/soul,212.85900717322562
TF-IDF raw inner product,2,Jackson 5,Lookin' Through The Windows,r&b/soul,Willie Nelson,Remember Me,country,195.81304171329273
TF-IDF raw inner product,3,Jackson 5,Lookin' Through The Windows,r&b/soul,Javier,Slow Motion,r&b/soul,186.04267738563834
TF-IDF raw inner product,1,Jackson 5,You've Changed,r&b/soul,Michael Jackson,Man In The Mirror,pop,217.13569869154784
TF-IDF raw inner product,2,Jackson 5,You've Changed,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,211.2122727253648
TF-IDF raw inner product,3,Jackson 5,You've Changed,r&b/soul,Eminem,My Darling,hip hop,180.9048786523619
TF-IDF raw inner product,1,Jazmine Sullivan,Switch!,r&b/soul,Lauryn Hill,Interlude 5,r&b/soul,417.69009455444103
TF-IDF raw inner product,2,Jazmine Sullivan,Switch!,r&b/soul,The Simpsons,Do The Bartman,hip hop,312.26730118108475
TF-IDF raw inner product,3,Jazmine Sullivan,Switch!,r&b/soul,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,289.9459171628703
TF-IDF raw inner product,1,The Police,One World (Not Three),reggae,Eminem,8 Mile,hip hop,206.93492858913154
TF-IDF raw inner product,2,The Police,One World (Not Three),reggae,Lauryn Hill,Interlude 5,r&b/soul,186.08398876296104
TF-IDF raw inner product,3,The Police,One World (Not Three),reggae,Recoil,Curse,electronic,161.32144221629338
TF-IDF raw inner product,1,Matisyahu,Close My Eyes,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,697.3150897477746
TF-IDF raw inner product,2,Matisyahu,Close My Eyes,reggae,Lauryn Hill,Interlude 5,r&b/soul,565.0741513090493
TF-IDF raw inner product,3,Matisyahu,Close My Eyes,reggae,Eminem,8 Mile,hip hop,508.15944173308395
TF-IDF raw inner product,1,Matisyahu,Exaltation,reggae,Savatage,The Hourglass,metal,210.19308060058032
TF-IDF raw inner product,2,Matisyahu,Exaltation,reggae,Ja Rule,One of Us,hip hop,179.2167496887176
TF-IDF raw inner product,3,Matisyahu,Exaltation,reggae,Recoil,Curse,electronic,177.95426624491907
TF-IDF raw inner product,1,Matisyahu,Fire and Heights,reggae,Lauryn Hill,Interlude 5,r&b/soul,379.3383109361796
TF-IDF raw inner product,2,Matisyahu,Fire and Heights,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,370.3650595993255
TF-IDF raw inner product,3,Matisyahu,Fire and Heights,reggae,Savatage,The Hourglass,metal,331.32956998318
TF-IDF raw inner product,1,Matisyahu,Jerusalem,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,308.2866958581811
TF-IDF raw inner product,2,Matisyahu,Jerusalem,reggae,Lauryn Hill,Interlude 5,r&b/soul,307.91036962726685
TF-IDF raw inner product,3,Matisyahu,Jerusalem,reggae,Black Eyed Peas,One Tribe,hip hop,233.16501136430196
TF-IDF raw inner product,1,Matisyahu,Warrior,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,280.2944647522853
TF-IDF raw inner product,2,Matisyahu,Warrior,reggae,Savatage,The Hourglass,metal,202.40216680895023
TF-IDF raw inner product,3,Matisyahu,Warrior,reggae,Lauryn Hill,Interlude 5,r&b/soul,197.2361857820006
TF-IDF raw inner product,1,Sublime,Don't Push,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,570.8619740817198
TF-IDF raw inner product,2,Sublime,Don't Push,reggae,Lauryn Hill,Interlude 5,r&b/soul,466.9042370470876
TF-IDF raw inner product,3,Sublime,Don't Push,reggae,Twista,Overdose (Album Version),hip hop,427.513004614793
TF-IDF raw inner product,1,Sublime,Pawn Shop,reggae,G-Unit,Beg For Mercy,hip hop,158.30565009285039
TF-IDF raw inner product,2,Sublime,Pawn Shop,reggae,Ginuwine,Do You Remember,r&b/soul,142.1657707256545
TF-IDF raw inner product,3,Sublime,Pawn Shop,reggae,EPMD,Knick Knack Patty Wack,hip hop,113.79051884872713
TF-IDF raw inner product,1,Michael Franti & Spearhead,See you in the Light,reggae,Lauryn Hill,Interlude 5,r&b/soul,208.5326922188868
TF-IDF raw inner product,2,Michael Franti & Spearhead,See you in the Light,reggae,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,198.0735220372882
